#"Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Box Volume (nm^3)","Density (g/mL)","Speed (ns/day)"
1000,4.000000000000003,-858690.5765309995,3374.75,-855315.8265309995,7.374238169025912,610.6412521952983,0.8941661102158048,0
2000,7.999999999999562,-858495.347038812,5650.1826171875,-852845.1644216245,12.346334489260178,610.6412521952983,0.8941661102158048,1.07e+03
3000,11.999999999999122,-856651.9534841245,8317.7978515625,-848334.155632562,18.175397406988345,610.6412521952983,0.8941661102158048,832
4000,15.999999999998682,-854802.329460687,11020.8544921875,-843781.4749684995,24.081904097064893,610.6412521952983,0.8941661102158048,897
5000,20.000000000000018,-853248.483757562,13780.5400390625,-839467.9437184995,30.112151817421886,610.6412521952983,0.8941661102158048,933
6000,24.000000000001354,-851651.020866937,16641.34375,-835009.677116937,36.363354993742,610.6412521952983,0.8941661102158048,954
7000,28.00000000000269,-850200.725945062,19441.486328125,-830759.239616937,42.48200623555961,610.6412521952983,0.8941661102158048,969
8000,32.00000000000402,-848499.716179437,22168.44921875,-826331.266960687,48.44075098215243,610.6412521952983,0.8941661102158048,979
9000,36.000000000001805,-846607.3616872495,24868.02734375,-821739.3343434995,54.33965669358065,610.6412521952983,0.8941661102158048,987
10000,39.99999999999959,-844799.807976312,27499.59375,-817300.214226312,60.08994854847215,610.6412521952983,0.8941661102158048,992
11000,43.99999999999737,-843325.5277028745,30210.326171875,-813115.2015309995,66.0132277517929,610.6412521952983,0.8941661102158048,996
12000,47.999999999995154,-841473.6038747495,33134.50390625,-808339.0999684995,72.40291085775448,610.6412521952983,0.8941661102158048,1e+03
13000,51.99999999999294,-839583.182976312,35810.30859375,-803772.874382562,78.24986872409153,610.6412521952983,0.8941661102158048,1e+03
14000,55.99999999999072,-837469.7659841245,38412.12890625,-799057.6370778745,83.93516175539294,610.6412521952983,0.8941661102158048,1e+03
15000,59.9999999999885,-835817.0159841245,41438.9921875,-794378.0237966245,90.54922523891518,610.6412521952983,0.8941661102158048,1.01e+03
16000,63.99999999998629,-833475.5413747495,44381.6171875,-789093.9241872495,96.97921785825882,610.6412521952983,0.8941661102158048,1.01e+03
17000,67.99999999999118,-831788.319695062,47264.14453125,-784524.175163812,103.27788980774903,610.6412521952983,0.8941661102158048,1.01e+03
18000,71.99999999999606,-829787.632195062,49823.796875,-779963.835320062,108.87104071158426,610.6412521952983,0.8941661102158048,1.01e+03
19000,76.00000000000095,-827647.0023122495,51826.03515625,-775820.9671559995,113.24617426431514,610.6412521952983,0.8941661102158048,1.01e+03
20000,80.00000000000584,-825739.7288747495,54933.0625,-770806.6663747495,120.0354059497699,610.6412521952983,0.8941661102158048,1.01e+03
21000,84.00000000001073,-823080.384148187,58139.5703125,-764940.813835687,127.0420145282475,610.6412521952983,0.8941661102158048,1.01e+03
22000,88.00000000001562,-820391.9007497495,60319.63671875,-760072.2640309995,131.8057241079141,610.6412521952983,0.8941661102158048,1.01e+03
23000,92.0000000000205,-818257.595085687,63174.8046875,-755082.790398187,138.0446125038357,610.6412521952983,0.8941661102158048,1.01e+03
24000,96.0000000000254,-815197.1819997495,66167.984375,-749029.1976247495,144.58507324857698,610.6412521952983,0.8941661102158048,1.01e+03
25000,100.00000000003028,-812455.546257562,68172.34375,-744283.202507562,148.96484164847917,610.6412521952983,0.8941661102158048,1.01e+03
26000,104.00000000003517,-808829.858757562,71691.09375,-737138.765007562,156.65373728734426,610.6412521952983,0.8941661102158048,1.01e+03
27000,108.00000000004006,-806969.7112966245,74169.546875,-732800.1644216245,162.06945804725729,610.6412521952983,0.8941661102158048,1.01e+03
28000,112.00000000004495,-803695.868523187,77140.0703125,-726555.798210687,168.56041213713019,610.6412521952983,0.8941661102158048,1.01e+03
29000,116.00000000004984,-800748.8050466245,79907.375,-720841.4300466245,174.60730860409421,610.6412521952983,0.8941661102158048,1.01e+03
30000,120.00000000005473,-797365.6507497495,82382.5625,-714983.0882497495,180.01589357720206,610.6412521952983,0.8941661102158048,1.01e+03
31000,124.00000000005961,-794724.7034841245,85719.15625,-709005.5472341245,187.30675571092556,610.6412521952983,0.8941661102158048,1.01e+03
32000,128.0000000000645,-790314.7034841245,87626.921875,-702687.7816091245,191.47545504848554,610.6412521952983,0.8941661102158048,1.01e+03
33000,132.00000000005517,-786416.944695062,90692.7265625,-695724.218132562,198.17461022897035,610.6412521952983,0.8941661102158048,1.01e+03
34000,136.00000000004584,-779537.7249684995,93170.5,-686367.2249684995,203.58884578923733,610.6412521952983,0.8941661102158048,1e+03
35000,140.00000000003652,-774842.0667653745,95810.2734375,-679031.7933278745,209.3570710030734,610.6412521952983,0.8941661102158048,1e+03
36000,144.0000000000272,-769152.495476312,97875.578125,-671276.917351312,213.87001230457147,610.6412521952983,0.8941661102158048,1e+03
37000,148.00000000001788,-761668.243523187,101545.5625,-660122.681023187,221.88937340031302,610.6412521952983,0.8941661102158048,1e+03
38000,152.00000000000855,-754724.8968434995,104809.828125,-649915.0687184995,229.02218980618431,610.6412521952983,0.8941661102158048,1e+03
39000,155.99999999999923,-747974.151726312,107394.7890625,-640579.362663812,234.67064305775952,610.6412521952983,0.8941661102158048,1e+03
40000,159.9999999999899,-740530.7523122495,109520.984375,-631009.7679372495,239.3166377620314,610.6412521952983,0.8941661102158048,1e+03
41000,163.9999999999806,-735388.3773122495,112198.984375,-623189.3929372495,245.16839265251258,610.6412521952983,0.8941661102158048,999
42000,167.99999999997127,-728633.239616937,116216.59375,-612416.645866937,253.94735654653772,610.6412521952983,0.8941661102158048,998
43000,171.99999999996194,-722523.3460622495,117764.1171875,-604759.2288747495,257.3288830004305,610.6412521952983,0.8941661102158048,997
44000,175.99999999995262,-717307.436882562,121196.046875,-596111.390007562,264.828065723588,610.6412521952983,0.8941661102158048,996
45000,179.9999999999433,-712340.9964528745,122856.890625,-589484.1058278745,268.45721080812405,610.6412521952983,0.8941661102158048,995
46000,183.99999999993398,-707094.552116937,126313.5,-580781.052116937,276.0103216425674,610.6412521952983,0.8941661102158048,994
47000,187.99999999992465,-701368.890007562,129759.78125,-571609.108757562,283.540864270895,610.6412521952983,0.8941661102158048,994
48000,191.99999999991533,-695736.3260427183,132134.65625,-563601.6697927183,288.73025426175815,610.6412521952983,0.8941661102158048,993
49000,195.999999999906,-689653.380241937,134767.78125,-554885.598991937,294.48395183307935,610.6412521952983,0.8941661102158048,992
50000,199.9999999998967,-684044.489616937,138121.203125,-545923.286491937,301.8115854614878,610.6412521952983,0.8941661102158048,991
51000,203.99999999988736,-682625.2049489683,137309.5625,-545315.6424489683,300.0380522289796,610.6412521952983,0.8941661102158048,990
52000,207.99999999987804,-673106.8211050355,137845.34375,-535261.4773550355,301.2087992603148,610.6412521952983,0.8941661102158048,818
53000,211.99999999986872,-684174.2382063307,137705.09375,-546469.1444563307,300.9023359954194,610.6412521952983,0.8941661102158048,809
54000,215.9999999998594,-676489.3168240297,137574.875,-538914.4418240297,300.6177922287484,610.6412521952983,0.8941661102158048,800
